Cell	Coordinate_1(m)	Coordinate_2(m)	Uave(m/s)	Depth(m)	m-index	Tau(Pa)
Cell_527	-1.445783133	-0.09144	0.211903874	0.130903646	0.14285714285714285	0.1571685664250294
Cell_528	-1.445783133	-0.1524	0.208889913	0.130991295	0.14285714285714285	0.15246024537788674
Cell_529	-1.445783133	-0.21336	0.205812005	0.131078071	0.14285714285714285	0.14788985668104931
Cell_530	-1.445783133	-0.27432	0.202703736	0.131163214	0.14285714285714285	0.14304838314450327
Cell_531	-1.445783133	-0.33528	0.199665947	0.131244462	0.14285714285714285	0.13869054612765033
Cell_532	-1.445783133	-0.39624	0.196728028	0.131321192	0.14285714285714285	0.13441030913620505
Cell_533	-1.445783133	-0.4572	0.193942239	0.131392517	0.14285714285714285	0.1302917387394799
Cell_534	-1.445783133	-0.51816	0.191396134	0.131456116	0.14285714285714285	0.1268335280712661
Cell_535	-1.445783133	-0.57912	0.189108947	0.131512826	0.14285714285714285	0.12353916102570477
Cell_536	-1.445783133	-0.64008	0.18714106	0.131558451	0.14285714285714285	0.12084793561962162
Cell_537	-1.445783133	-0.70104	0.185328858	0.13159858	0.14285714285714285	0.11839925707783958
Cell_538	-1.445783133	-0.762	0.183572883	0.131623124	0.14285714285714285	0.11605688548224129
Cell_539	-1.445783133	-0.82296	0.181257347	0.131648349	0.14285714285714285	0.11300953122746621
Cell_540	-1.445783133	-0.88392	0.177990091	0.131646467	0.14285714285714285	0.10879512791209295
Cell_541	-1.385542169	0.88392	0.237669908	0.129901348	0.14285714285714285	0.20082947669935425
Cell_542	-1.385542169	0.82296	0.241023706	0.129897525	0.14285714285714285	0.206893866691468
Cell_543	-1.385542169	0.762	0.241888472	0.129920039	0.14285714285714285	0.2084622119881719
Cell_544	-1.385542169	0.70104	0.241672802	0.129941028	0.14285714285714285	0.20805754667034224
Cell_545	-1.385542169	0.64008	0.240884497	0.129975897	0.14285714285714285	0.2066024505029306
Cell_546	-1.385542169	0.57912	0.239759538	0.130016407	0.14285714285714285	0.204540260674448
Cell_547	-1.385542169	0.51816	0.238331659	0.130067253	0.14285714285714285	0.20193967655693154
Cell_548	-1.385542169	0.4572	0.236632785	0.130125822	0.14285714285714285	0.1988706102865587
Cell_549	-1.385542169	0.39624	0.234742448	0.130191087	0.14285714285714285	0.1954864146111131
Cell_550	-1.385542169	0.33528	0.232591398	0.130263724	0.14285714285714285	0.19167562378290942
Cell_551	-1.385542169	0.27432	0.230246132	0.130341864	0.14285714285714285	0.18756889639849825
Cell_552	-1.385542169	0.21336	0.227687159	0.130425305	0.14285714285714285	0.1831452497931266
Cell_553	-1.385542169	0.1524	0.224928582	0.13051355	0.14285714285714285	0.1784431242682943
Cell_554	-1.385542169	0.09144	0.222079779	0.130603452	0.14285714285714285	0.17365923244256828
Cell_555	-1.385542169	0.03048	0.219037052	0.130696892	0.14285714285714285	0.1686306834600144
Cell_556	-1.385542169	-0.03048	0.215858671	0.130791808	0.14285714285714285	0.16346680946305137
Cell_557	-1.385542169	-0.09144	0.212542732	0.130887988	0.14285714285714285	0.1581757755921682
Cell_558	-1.385542169	-0.1524	0.209077596	0.130984969	0.14285714285714285	0.1527514132117147
Cell_559	-1.385542169	-0.21336	0.205513454	0.131081355	0.14285714285714285	0.14728305308229267
Cell_560	-1.385542169	-0.27432	0.201872076	0.13117669	0.14285714285714285	0.14181164742988556
Cell_561	-1.385542169	-0.33528	0.198336566	0.131267198	0.14285714285714285	0.13661011352493485
Cell_562	-1.385542169	-0.39624	0.194894513	0.131352853	0.14285714285714285	0.1316505770204963
Cell_563	-1.385542169	-0.4572	0.191601924	0.131432716	0.14285714285714285	0.12700234005772898
Cell_564	-1.385542169	-0.51816	0.188596099	0.131503677	0.14285714285714285	0.12284051322231221
Cell_565	-1.385542169	-0.57912	0.185899044	0.131566822	0.14285714285714285	0.1191718817124095
Cell_566	-1.385542169	-0.64008	0.183615512	0.131617012	0.14285714285714285	0.11611489672426353
Cell_567	-1.385542169	-0.70104	0.181512112	0.131660963	0.14285714285714285	0.11333865832093219
Cell_568	-1.385542169	-0.762	0.179503728	0.131687755	0.14285714285714285	0.11072642751656388
Cell_569	-1.385542169	-0.82296	0.176975062	0.13171521	0.14285714285714285	0.10748729082996401
Cell_570	-1.385542169	-0.88392	0.17363196	0.131713116	0.14285714285714285	0.10329486045988145
Cell_571	-1.325301205	0.88392	0.24211979	0.129784978	0.14285714285714285	0.20895172344473517
Cell_572	-1.325301205	0.82296	0.245537699	0.129780267	0.14285714285714285	0.21526940017854992
Cell_573	-1.325301205	0.762	0.24642425	0.129804429	0.14285714285714285	0.21691211809962585
Cell_574	-1.325301205	0.70104	0.246188634	0.129826794	0.14285714285714285	0.21646031574601202
Cell_575	-1.325301205	0.64008	0.245354528	0.129864079	0.14285714285714285	0.21514646524798606
Cell_576	-1.325301205	0.57912	0.244136228	0.12990799	0.14285714285714285	0.21260387890807655
Cell_577	-1.325301205	0.51816	0.242540799	0.129964294	0.14285714285714285	0.20963618350407076
Cell_578	-1.325301205	0.4572	0.240599237	0.130029764	0.14285714285714285	0.2060574838027741
Cell_579	-1.325301205	0.39624	0.238498364	0.13010162	0.14285714285714285	0.2022233303555305
Cell_580	-1.325301205	0.33528	0.236063301	0.130182698	0.14285714285714285	0.1978305358658334
Cell_581	-1.325301205	0.27432	0.233413367	0.130268927	0.14285714285714285	0.19311208169557656
Cell_582	-1.325301205	0.21336	0.230506159	0.130361227	0.14285714285714285	0.188009513232117
Cell_583	-1.325301205	0.1524	0.227342391	0.130459647	0.14285714285714285	0.1825439784995092
Cell_584	-1.325301205	0.09144	0.224158222	0.130556966	0.14285714285714285	0.17713448902130455
Cell_585	-1.325301205	0.03048	0.220739681	0.130660086	0.14285714285714285	0.1714282371541181
Cell_586	-1.325301205	-0.03048	0.217157659	0.130764077	0.14285714285714285	0.1657435012250781
Cell_587	-1.325301205	-0.09144	0.213417666	0.130869528	0.14285714285714285	0.15955988308731686
Cell_588	-1.325301205	-0.1524	0.209478522	0.13097724	0.14285714285714285	0.15337240441960318
Cell_589	-1.325301205	-0.21336	0.205366278	0.131084441	0.14285714285714285	0.14705993243385104
Cell_590	-1.325301205	-0.27432	0.201097773	0.131192335	0.14285714285714285	0.14066455866549954
Cell_591	-1.325301205	-0.33528	0.196982312	0.131292472	0.14285714285714285	0.13478447347682054
Cell_592	-1.325301205	-0.39624	0.192973619	0.131386783	0.14285714285714285	0.12893122606712698
Cell_593	-1.325301205	-0.4572	0.189080233	0.131478169	0.14285714285714285	0.12350958491156132
Cell_594	-1.325301205	-0.51816	0.185523288	0.13155791	0.14285714285714285	0.11867045010211061
Cell_595	-1.325301205	-0.57912	0.182334019	0.131628417	0.14285714285714285	0.11442302863718892
Cell_596	-1.325301205	-0.64008	0.179680694	0.131682316	0.14285714285714285	0.1109560195653301
Cell_597	-1.325301205	-0.70104	0.177267672	0.131730048	0.14285714285714285	0.10785503990417492
Cell_598	-1.325301205	-0.762	0.174983092	0.13175906	0.14285714285714285	0.10496748928510861
Cell_599	-1.325301205	-0.82296	0.172228811	0.131788829	0.14285714285714285	0.10154505602542174
Cell_600	-1.325301205	-0.88392	0.168811706	0.131786495	0.14285714285714285	0.09747890308154492
Cell_601	-1.265060241	0.88392	0.247040755	0.129655411	0.14285714285714285	0.21814309352521813
Cell_602	-1.265060241	0.82296	0.250523636	0.129649649	0.14285714285714285	0.2247363035585165
Cell_603	-1.265060241	0.762	0.251438686	0.129675377	0.14285714285714285	0.22675155679614664
Cell_604	-1.265060241	0.70104	0.251195771	0.129699633	0.14285714285714285	0.2259940309077275
Cell_605	-1.265060241	0.64008	0.250370835	0.129748285	0.14285714285714285	0.22439305352695268
Cell_606	-1.265060241	0.57912	0.249076929	0.129787231	0.14285714285714285	0.22191430627387151
Cell_607	-1.265060241	0.51816	0.247207253	0.12983808	0.14285714285714285	0.21836232338036
Cell_608	-1.265060241	0.4572	0.24491949	0.129875712	0.14285714285714285	0.21433058710643177
Cell_609	-1.265060241	0.39624	0.242580785	0.129971424	0.14285714285714285	0.20970608436134128
Cell_610	-1.265060241	0.33528	0.239763161	0.130063536	0.14285714285714285	0.20452433092713046
Cell_611	-1.265060241	0.27432	0.236805155	0.130154355	0.14285714285714285	0.19916480403789855
Cell_612	-1.265060241	0.21336	0.23349122	0.130235293	0.14285714285714285	0.19348865403003576
Cell_613	-1.265060241	0.1524	0.229832403	0.130344818	0.14285714285714285	0.18685423945694118
Cell_614	-1.265060241	0.09144	0.226455852	0.130467489	0.14285714285714285	0.18103680192699836
Cell_615	-1.265060241	0.03048	0.222599465	0.130593106	0.14285714285714285	0.17452407536750505
Cell_616	-1.265060241	-0.03048	0.218620476	0.130702777	0.14285714285714285	0.16795131453700707
Cell_617	-1.265060241	-0.09144	0.214499423	0.130813119	0.14285714285714285	0.16146769632496072
Cell_618	-1.265060241	-0.1524	0.209990362	0.130945316	0.14285714285714285	0.1541750390075034
Cell_619	-1.265060241	-0.21336	0.205270901	0.131070882	0.14285714285714285	0.1469206763712294
Cell_620	-1.265060241	-0.27432	0.200150776	0.131176652	0.14285714285714285	0.13927977083905252
Cell_621	-1.265060241	-0.33528	0.195513007	0.131292405	0.14285714285714285	0.13254786903710233
Cell_622	-1.265060241	-0.39624	0.1908623	0.131373795	0.14285714285714285	0.12599304618462973
Cell_623	-1.265060241	-0.4572	0.186175945	0.131480499	0.14285714285714285	0.11956739716905142
Cell_624	-1.265060241	-0.51816	0.18194403	0.131604983	0.14285714285714285	0.11391783505422672
Cell_625	-1.265060241	-0.57912	0.178166097	0.131686413	0.14285714285714285	0.10901006391846693
Cell_626	-1.265060241	-0.64008	0.175297592	0.131752987	0.14285714285714285	0.10536291703374609
Cell_627	-1.265060241	-0.70104	0.172569022	0.131805519	0.14285714285714285	0.10195970899815775
Cell_628	-1.265060241	-0.762	0.169985892	0.131837067	0.14285714285714285	0.09879898940503663
Cell_629	-1.265060241	-0.82296	0.166985369	0.131869256	0.14285714285714285	0.09519753701068108
Cell_630	-1.265060241	-0.88392	0.163492932	0.131866684	0.14285714285714285	0.09110680101973495
Cell_631	-1.204819277	0.88392	0.252462395	0.129511069	0.14285714285714285	0.22852568292102998
Cell_632	-1.204819277	0.82296	0.25601154	0.129504018	0.14285714285714285	0.23541954100812643
Cell_633	-1.204819277	0.762	0.25695765	0.129530941	0.14285714285714285	0.23726019956786085
Cell_634	-1.204819277	0.70104	0.256711226	0.129564326	0.14285714285714285	0.23675758368157795
Cell_635	-1.204819277	0.64008	0.255841827	0.129761315	0.14285714285714285	0.23523963029503306
Cell_636	-1.204819277	0.57912	0.254613617	0.129767964	0.14285714285714285	0.23254832757791727
Cell_637	-1.204819277	0.51816	0.252680846	0.129428053	0.14285714285714285	0.22899113880548924
Cell_638	-1.204819277	0.4572	0.250167566	0.129155007	0.14285714285714285	0.22431793911583736
Cell_639	-1.204819277	0.39624	0.247677984	0.129159518	0.14285714285714285	0.21959616739705623
Cell_640	-1.204819277	0.33528	0.244617393	0.128939948	0.14285714285714285	0.21398025285560784
Cell_641	-1.204819277	0.27432	0.241245126	0.129010037	0.14285714285714285	0.20772911512565942
Cell_642	-1.204819277	0.21336	0.237616474	0.128859202	0.14285714285714285	0.20122435095773808
Cell_643	-1.204819277	0.1524	0.233291549	0.128894664	0.14285714285714285	0.1935190749477378
Cell_644	-1.204819277	0.09144	0.229352665	0.129542939	0.14285714285714285	0.1863766904752257
Cell_645	-1.204819277	0.03048	0.225231004	0.129593324	0.14285714285714285	0.179334538730084
Cell_646	-1.204819277	-0.03048	0.220769717	0.129870588	0.14285714285714285	0.1717917658208183
Cell_647	-1.204819277	-0.09144	0.216203477	0.13015165	0.14285714285714285	0.1642617898064237
Cell_648	-1.204819277	-0.1524	0.211363972	0.130122132	0.14285714285714285	0.1566072984717085
Cell_649	-1.204819277	-0.21336	0.205791282	0.130214713	0.14285714285714285	0.14799792088503597
Cell_650	-1.204819277	-0.27432	0.199889233	0.130015252	0.14285714285714285	0.13926889246321864
Cell_651	-1.204819277	-0.33528	0.194230929	0.130630072	0.14285714285714285	0.13092761185351284
Cell_652	-1.204819277	-0.39624	0.189133152	0.130611285	0.14285714285714285	0.12382713043380429
Cell_653	-1.204819277	-0.4572	0.183611021	0.130421858	0.14285714285714285	0.11642600734074376
Cell_654	-1.204819277	-0.51816	0.178339851	0.130601539	0.14285714285714285	0.10950254687201866
Cell_655	-1.204819277	-0.57912	0.173832595	0.130849472	0.14285714285714285	0.10374705724210406
Cell_656	-1.204819277	-0.64008	0.170298898	0.131733694	0.14285714285714285	0.09920134282227897
Cell_657	-1.204819277	-0.70104	0.16739652	0.131884089	0.14285714285714285	0.09568250229219555
Cell_658	-1.204819277	-0.762	0.164473381	0.13192137	0.14285714285714285	0.09223402055562341
Cell_659	-1.204819277	-0.82296	0.161202902	0.1319563	0.14285714285714285	0.088459949736409
Cell_660	-1.204819277	-0.88392	0.157630068	0.131953526	0.14285714285714285	0.0844440895218477
Cell_661	-1.144578313	0.88392	0.258412562	0.129350441	0.14285714285714285	0.24023106095357769
Cell_662	-1.144578313	0.82296	0.262032067	0.12934192	0.14285714285714285	0.24745858369902932
Cell_663	-1.144578313	0.762	0.263015174	0.129370173	0.14285714285714285	0.24942402753347115
Cell_664	-1.144578313	0.70104	0.262794956	0.129400152	0.14285714285714285	0.24896177140909026
Cell_665	-1.144578313	0.64008	0.26178631	0.129670558	0.14285714285714285	0.2467738391193124
Cell_666	-1.144578313	0.57912	0.260533566	0.129776917	0.14285714285714285	0.24420453912184606
Cell_667	-1.144578313	0.51816	0.259221937	0.128868342	0.14285714285714285	0.2421108178611792
Cell_668	-1.144578313	0.4572	0.257053967	0.127985888	0.14285714285714285	0.23831762263951792
Cell_669	-1.144578313	0.39624	0.254813665	0.127709808	0.14285714285714285	0.23407216828443303
Cell_670	-1.144578313	0.33528	0.252331867	0.126953623	0.14285714285714285	0.22966222757086102
Cell_671	-1.144578313	0.27432	0.248887667	0.126588418	0.14285714285714285	0.22324168265093083
Cell_672	-1.144578313	0.21336	0.245357572	0.126109053	0.14285714285714285	0.21681440032101076
Cell_673	-1.144578313	0.1524	0.240752889	0.125792246	0.14285714285714285	0.20867048235606883
Cell_674	-1.144578313	0.09144	0.235637902	0.126701774	0.14285714285714285	0.19870033126040557
Cell_675	-1.144578313	0.03048	0.230855578	0.127262506	0.14285714285714285	0.18999259080294195
Cell_676	-1.144578313	-0.03048	0.225354707	0.127951121	0.14285714285714285	0.1802367876168224
Cell_677	-1.144578313	-0.09144	0.220116331	0.128487397	0.14285714285714285	0.17127159389922997
Cell_678	-1.144578313	-0.1524	0.214717721	0.128793076	0.14285714285714285	0.16240028227721673
Cell_679	-1.144578313	-0.21336	0.208636836	0.128284327	0.14285714285714285	0.15303053673028036
Cell_680	-1.144578313	-0.27432	0.201810746	0.128120373	0.14285714285714285	0.14272901546966316
Cell_681	-1.144578313	-0.33528	0.194864907	0.128735824	0.14285714285714285	0.13240563737503738
Cell_682	-1.144578313	-0.39624	0.188890725	0.129156119	0.14285714285714285	0.12390969105434842
Cell_683	-1.144578313	-0.4572	0.1827642	0.128536711	0.14285714285714285	0.11580818833732166
Cell_684	-1.144578313	-0.51816	0.176473666	0.128267716	0.14285714285714285	0.1077007243715507
Cell_685	-1.144578313	-0.57912	0.170565536	0.129099136	0.14285714285714285	0.10012515854369751
Cell_686	-1.144578313	-0.64008	0.165638057	0.130719567	0.14285714285714285	0.09393092975872859
Cell_687	-1.144578313	-0.70104	0.161949684	0.131875813	0.14285714285714285	0.0893286018858938
Cell_688	-1.144578313	-0.762	0.158507491	0.132010264	0.14285714285714285	0.08541005783335986
Cell_689	-1.144578313	-0.82296	0.154861188	0.132050118	0.14285714285714285	0.08138438554587274
Cell_690	-1.144578313	-0.88392	0.151184516	0.132047177	0.14285714285714285	0.0774410471853786
Cell_691	-1.084337349	0.88392	0.264919262	0.129171776	0.14285714285714285	0.25340555055153946
Cell_692	-1.084337349	0.82296	0.268620403	0.129161417	0.14285714285714285	0.26101770001410196
Cell_693	-1.084337349	0.762	0.269675779	0.129190707	0.14285714285714285	0.2631908975790231
Cell_694	-1.084337349	0.70104	0.269549848	0.12921509	0.14285714285714285	0.26291379349419186
Cell_695	-1.084337349	0.64008	0.268656557	0.129304278	0.14285714285714285	0.26100471185803914
Cell_696	-1.084337349	0.57912	0.267156938	0.129262766	0.14285714285714285	0.25793391730497056
Cell_697	-1.084337349	0.51816	0.266029051	0.128407533	0.14285714285714285	0.25613569074085574
Cell_698	-1.084337349	0.4572	0.264533387	0.126996262	0.14285714285714285	0.2539292900434395
Cell_699	-1.084337349	0.39624	0.262733462	0.1264908	0.14285714285714285	0.250565860588126
Cell_700	-1.084337349	0.33528	0.260813389	0.125731074	0.14285714285714285	0.24713365174829224
Cell_701	-1.084337349	0.27432	0.25788005	0.124864074	0.14285714285714285	0.24176016359718738
Cell_702	-1.084337349	0.21336	0.254528211	0.124342568	0.14285714285714285	0.23541923271552676
Cell_703	-1.084337349	0.1524	0.250174116	0.1238219	0.14285714285714285	0.22722293400342924
Cell_704	-1.084337349	0.09144	0.244841742	0.124405251	0.14285714285714285	0.21674009706411484
Cell_705	-1.084337349	0.03048	0.238715139	0.12545265	0.14285714285714285	0.20486143489927705
Cell_706	-1.084337349	-0.03048	0.231991797	0.126209597	0.14285714285714285	0.19246365411781052
Cell_707	-1.084337349	-0.09144	0.225384836	0.12750637	0.14285714285714285	0.18047774852643558
Cell_708	-1.084337349	-0.1524	0.218813868	0.127999155	0.14285714285714285	0.1693307692675934
Cell_709	-1.084337349	-0.21336	0.212083459	0.127576351	0.14285714285714285	0.1586765266389699
Cell_710	-1.084337349	-0.27432	0.204175553	0.127094725	0.14285714285714285	0.14662712321638185
Cell_711	-1.084337349	-0.33528	0.196245061	0.127731399	0.14285714285714285	0.13469974238113022
Cell_712	-1.084337349	-0.39624	0.188824612	0.128436956	0.14285714285714285	0.12402602223067824
Cell_713	-1.084337349	-0.4572	0.181853168	0.127663794	0.14285714285714285	0.11483741979341237
Cell_714	-1.084337349	-0.51816	0.174903453	0.127112775	0.14285714285714285	0.10599604002310707
Cell_715	-1.084337349	-0.57912	0.167850244	0.127595802	0.14285714285714285	0.09717295040666896
Cell_716	-1.084337349	-0.64008	0.161570055	0.129716573	0.14285714285714285	0.08940477987438135
Cell_717	-1.084337349	-0.70104	0.156239282	0.131765141	0.14285714285714285	0.08294342655756835
Cell_718	-1.084337349	-0.762	0.152062829	0.132098072	0.14285714285714285	0.07836448034710762
Cell_719	-1.084337349	-0.82296	0.147886567	0.13214933	0.14285714285714285	0.07397804953575139
Cell_720	-1.084337349	-0.88392	0.144078178	0.132146852	0.14285714285714285	0.07010687304047171
Cell_721	-1.024096386	0.88392	0.271993192	0.128973206	0.14285714285714285	0.26817521620510704
Cell_722	-1.024096386	0.82296	0.275785399	0.128960481	0.14285714285714285	0.27622309680882035
Cell_723	-1.024096386	0.762	0.276947944	0.128989222	0.14285714285714285	0.2786948403247012
Cell_724	-1.024096386	0.70104	0.276940297	0.129009698	0.14285714285714285	0.27866493303321627
Cell_725	-1.024096386	0.64008	0.276330531	0.128963218	0.14285714285714285	0.277387693379522
Cell_726	-1.024096386	0.57912	0.274945881	0.128473815	0.14285714285714285	0.2747485142195442
Cell_727	-1.024096386	0.51816	0.273348184	0.127473915	0.14285714285714285	0.27200048583488
Cell_728	-1.024096386	0.4572	0.271847616	0.126138174	0.14285714285714285	0.26968951894592275
Cell_729	-1.024096386	0.39624	0.269978962	0.125800513	0.14285714285714285	0.2659681557296932
Cell_730	-1.024096386	0.33528	0.26795388	0.12509004	0.14285714285714285	0.26218408547538635
Cell_731	-1.024096386	0.27432	0.265261487	0.124160452	0.14285714285714285	0.25718346813972937
Cell_732	-1.024096386	0.21336	0.261622339	0.123725815	0.14285714285714285	0.2499896130942939
Cell_733	-1.024096386	0.1524	0.257179659	0.123329882	0.14285714285714285	0.24126982231824257
Cell_734	-1.024096386	0.09144	0.252057344	0.124194175	0.14285714285714285	0.23066642531037987
Cell_735	-1.024096386	0.03048	0.245699267	0.12472292	0.14285714285714285	0.21818752292536753
Cell_736	-1.024096386	-0.03048	0.23785497	0.125744903	0.14285714285714285	0.20315436975671416
Cell_737	-1.024096386	-0.09144	0.229800931	0.127300177	0.14285714285714285	0.188141175785988
Cell_738	-1.024096386	-0.1524	0.221918619	0.128110989	0.14285714285714285	0.17440525818536382
Cell_739	-1.024096386	-0.21336	0.213902537	0.127746994	0.14285714285714285	0.1614979747197558
Cell_740	-1.024096386	-0.27432	0.20485225	0.127095647	0.14285714285714285	0.1476522817914963
Cell_741	-1.024096386	-0.33528	0.195594505	0.128011138	0.14285714285714285	0.13367542400852753
Cell_742	-1.024096386	-0.39624	0.186988507	0.128588976	0.14285714285714285	0.12146880530533657
Cell_743	-1.024096386	-0.4572	0.178737381	0.127819	0.14285714285714285	0.11072211930240679
Cell_744	-1.024096386	-0.51816	0.170739275	0.127239866	0.14285714285714285	0.10077188715287665
Cell_745	-1.024096386	-0.57912	0.16307204	0.127711865	0.14285714285714285	0.0914852538040237
Cell_746	-1.024096386	-0.64008	0.155929577	0.129863277	0.14285714285714285	0.08295935944245084
Cell_747	-1.024096386	-0.70104	0.149848556	0.131584597	0.14285714285714285	0.0761133846608312
Cell_748	-1.024096386	-0.762	0.144789566	0.132195706	0.14285714285714285	0.07081368325134711
Cell_749	-1.024096386	-0.82296	0.140119459	0.132255852	0.14285714285714285	0.06618732093422364
Cell_750	-1.024096386	-0.88392	0.136170103	0.132253459	0.14285714285714285	0.06241628710383346
Cell_751	-0.963855422	0.88392	0.279624531	0.128753526	0.14285714285714285	0.284633968943136
Cell_752	-0.963855422	0.82296	0.283511165	0.128738226	0.14285714285714285	0.2931583988465805
Cell_753	-0.963855422	0.762	0.284788306	0.128765645	0.14285714285714285	0.2959669004908382
Cell_754	-0.963855422	0.70104	0.284890869	0.128783695	0.14285714285714285	0.2961817432751781
Cell_755	-0.963855422	0.64008	0.284429714	0.128617901	0.14285714285714285	0.2952748045802531
Cell_756	-0.963855422	0.57912	0.283229758	0.127805003	0.14285714285714285	0.2931873708982565
Cell_757	-0.963855422	0.51816	0.281534631	0.126514672	0.14285714285714285	0.2903504508016791
Cell_758	-0.963855422	0.4572	0.279691147	0.125260493	0.14285714285714285	0.2871775816043771
Cell_759	-0.963855422	0.39624	0.277493082	0.124998086	0.14285714285714285	0.2825618444450807
Cell_760	-0.963855422	0.33528	0.275152269	0.12452102	0.14285714285714285	0.2778227898960415
Cell_761	-0.963855422	0.27432	0.272313157	0.123725575	0.14285714285714285	0.27227336417051257
Cell_762	-0.963855422	0.21336	0.2685753	0.123129968	0.14285714285714285	0.2647529500126086
Cell_763	-0.963855422	0.1524	0.263440471	0.123105236	0.14285714285714285	0.2540946128445897
Cell_764	-0.963855422	0.09144	0.257825927	0.124187639	0.14285714285714285	0.24205177000215386
Cell_765	-0.963855422	0.03048	0.251649143	0.124929336	0.14285714285714285	0.2294604883732201
Cell_766	-0.963855422	-0.03048	0.243425701	0.125436621	0.14285714285714285	0.2135495495901267
Cell_767	-0.963855422	-0.09144	0.234142601	0.127255913	0.14285714285714285	0.19600533373746679
Cell_768	-0.963855422	-0.1524	0.225085789	0.128218477	0.14285714285714285	0.17966839353935612
Cell_769	-0.963855422	-0.21336	0.215701214	0.127928776	0.14285714285714285	0.1643087077816364
Cell_770	-0.963855422	-0.27432	0.205338589	0.127241275	0.14285714285714285	0.14834058720641158
Cell_771	-0.963855422	-0.33528	0.194331847	0.128129725	0.14285714285714285	0.1318326054282308
Cell_772	-0.963855422	-0.39624	0.184392997	0.12886151	0.14285714285714285	0.11788974453035282
Cell_773	-0.963855422	-0.4572	0.174814859	0.12801634	0.14285714285714285	0.10566069269524134
Cell_774	-0.963855422	-0.51816	0.165469378	0.127403878	0.14285714285714285	0.09436997676202814
Cell_775	-0.963855422	-0.57912	0.156696983	0.127891385	0.14285714285714285	0.0841873180253598
Cell_776	-0.963855422	-0.64008	0.148667411	0.129836871	0.14285714285714285	0.0751761511760277
Cell_777	-0.963855422	-0.70104	0.142039782	0.131986439	0.14285714285714285	0.06810584759346845
Cell_778	-0.963855422	-0.762	0.136506897	0.132314788	0.14285714285714285	0.06272465520023494
Cell_779	-0.963855422	-0.82296	0.131410656	0.132369805	0.14285714285714285	0.058017130161994564
Cell_780	-0.963855422	-0.88392	0.127338354	0.132367316	0.14285714285714285	0.05440553502807529
Cell_781	-0.903614458	0.88392	0.287800161	0.128511781	0.14285714285714285	0.3028755128658219
Cell_782	-0.903614458	0.82296	0.291787379	0.128493807	0.14285714285714285	0.31192564039069764
Cell_783	-0.903614458	0.762	0.293187712	0.128519725	0.14285714285714285	0.31511453016184565
Cell_784	-0.903614458	0.70104	0.293419009	0.128533878	0.14285714285714285	0.3156354563245252
Cell_785	-0.903614458	0.64008	0.293067129	0.12827031	0.14285714285714285	0.31502438530624444
Cell_786	-0.903614458	0.57912	0.291979572	0.12697068	0.14285714285714285	0.3135042496059949
Cell_787	-0.903614458	0.51816	0.290298186	0.125429535	0.14285714285714285	0.3108152956184044
Cell_788	-0.903614458	0.4572	0.288323801	0.124235315	0.14285714285714285	0.30721130902371624
Cell_789	-0.903614458	0.39624	0.285955645	0.124157725	0.14285714285714285	0.3019028354400069
Cell_790	-0.903614458	0.33528	0.283385894	0.123862418	0.14285714285714285	0.29635232194573186
Cell_791	-0.903614458	0.27432	0.280377885	0.123246444	0.14285714285714285	0.2901160311428634
Cell_792	-0.903614458	0.21336	0.277019563	0.122815594	0.14285714285714285	0.2830498857334962
Cell_793	-0.903614458	0.1524	0.271669592	0.122597405	0.14285714285714285	0.27165979578255967
Cell_794	-0.903614458	0.09144	0.265267908	0.124115821	0.14285714285714285	0.2572248963294508
Cell_795	-0.903614458	0.03048	0.258598535	0.124914154	0.14285714285714285	0.24316707608579818
Cell_796	-0.903614458	-0.03048	0.250216914	0.125499866	0.14285714285714285	0.22637789520704307
Cell_797	-0.903614458	-0.09144	0.2398381	0.127113429	0.14285714285714285	0.20608896500006954
Cell_798	-0.903614458	-0.1524	0.229343604	0.128454758	0.14285714285714285	0.1868374698321975
Cell_799	-0.903614458	-0.21336	0.218753621	0.128107891	0.14285714285714285	0.16918885652132767
Cell_800	-0.903614458	-0.27432	0.206755358	0.127461024	0.14285714285714285	0.1504273649125714
Cell_801	-0.903614458	-0.33528	0.194054538	0.128225292	0.14285714285714285	0.1314084589858903
Cell_802	-0.903614458	-0.39624	0.182194809	0.129110432	0.14285714285714285	0.11490162440557244
Cell_803	-0.903614458	-0.4572	0.171001387	0.128375836	0.14285714285714285	0.10091570198674006
Cell_804	-0.903614458	-0.51816	0.160262051	0.127750438	0.14285714285714285	0.0882352182371268
Cell_805	-0.903614458	-0.57912	0.150185504	0.128219512	0.14285714285714285	0.07705368513718978
Cell_806	-0.903614458	-0.64008	0.141287021	0.129924662	0.14285714285714285	0.0677268219316104
Cell_807	-0.903614458	-0.70104	0.133479098	0.131888275	0.14285714285714285	0.0599643765714579
Cell_808	-0.903614458	-0.762	0.127356425	0.132428735	0.14285714285714285	0.054414063374601696
Cell_809	-0.903614458	-0.82296	0.12180457	0.132491265	0.14285714285714285	0.04968677614057644
Cell_810	-0.903614458	-0.88392	0.117589345	0.132487647	0.14285714285714285	0.04625920771079602
Cell_811	-0.843373494	0.88392	0.296503053	0.128246842	0.14285714285714285	0.3229904917652159
Cell_812	-0.843373494	0.82296	0.300602995	0.12822589	0.14285714285714285	0.33263262272779986
Cell_813	-0.843373494	0.762	0.302151567	0.128249538	0.14285714285714285	0.3362894143901465
Cell_814	-0.843373494	0.70104	0.302581827	0.128243427	0.14285714285714285	0.3377957968999656
